objectid,identifier,display_template,object_location,image_small,image_thumb,title,date,decade,object_transcript,subject,location,source,type,format,language,rights,rightsstatement
ais_bs_39,IMG_5689,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5689.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5689.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5689.jpeg,"1892-11, New teacher Florence Lus ",1892-11,1890-1899,"M-21 Pg 12
Dist 32 - Florence E. Lus - New Whatcom - Mich - Age 23 - took teach. exam Nov 1892 and recd Third Grade Cert - Experienced 9 terms. ","Lus, Florence E. ","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History Collection, 1579-1998",Image;StillImage,image/jpeg,eng,,
ais_bs_40,IMG_5689,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5689.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5689.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5689.jpeg,"1892-01-15, Vote on additional schoolhouses",1892-01-15,1890-1899,"M-37
Jan 15, 1892--spec mtg of qualified electors dist 32... object being to see if they shall bond rthe dist to build 1 chosen chairman. Dec to vote by ballot on bond. Schl clerk acted as teller and announced 6 votes for and 8 against bonding. On question sites dec adjourn until 23d Jan to obtain proper papers for making deed for site.",,"Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History Collection, 1579-1998",Image;StillImage,image/jpeg,eng,,
ais_bs_41,IMG_5689,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5689.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5689.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5689.jpeg,"1892, Meeting minutes about additional schoolhouses",1892-01-1892-02,1890-1899,"Jan 23, 1892
At mtg moved by M Granger that schl clerk and bd directors act as bd to draw up specification as to est of cost of schl house, to be presented next mtg.
Feb 13, 1892
J Harper informed dist he could not relse an acre from his land. Moved and 2nd that call elec of electors to bond dist for bldg of a schl house. Carried. Fred Peterson said would give a deed to an acre of land situated where present house stands, if the dist voted to bond the dist to build a schl house.
Feb 27, 1892
At spec election for purp voting bond Island for 1000. due in 5 yrs... Fred Peterson & Melzar Granger judges and W Snyder secy. Result - 13 for bonds and 1 against
SEE PAGE 6 FOR CONTINUATION 1892 MINUTES","Granger, Melzar; Harper, J.; Peterson, Fred; Snyder, W. E. ","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History Collection, 1579-1998",Image;StillImage,image/jpeg,eng,,
ais_bs_42,IMG_5690,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5690.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5690.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5690.jpeg,"1892-03-26, Meeting minutes about additional schoolhouses, cont.",1892-03-26,1890-1899,"M-37 CONTINUATION 1892 SCHL BD MINUTES STARTED ON PG 5 
March 26, 1892
At reg quarterly mtg bd all present...that bd proceed open sealed bids for clearing and fencing school ground. That H. Bacus be let contract for clearing and fencing school ground as per advertised bids. His bid being lowest. Clerk Instr draw contr with H Bacus...","Bacus, Harrison","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History Collection, 1579-1998",Image;StillImage,image/jpeg,eng,,
ais_bs_43,IMG_5690,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5690.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5690.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5690.jpeg,"1892-06-04, Meeting minutes about additional schoolhouses, cont.",1892-06-04,1890-1899,"June 4, 1892
Bd met by call of clerk. Mbrs all present...that bd proceed examine Bond of Farson, leach & Co. To be sent back to be corrected as calls for 700. instead of 1000. as adv.",,"Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History Collection, 1579-1998",Image;StillImage,image/jpeg,eng,,
ais_bs_44,IMG_5690,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5690.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5690.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5690.jpeg,"1892-06-25, Meeting minutes about additional schoolhouses, cont.",1892-06-25,1890-1899,"June 25, 1892
Reg qtrly mtg, all present. Moved and sec that contr for bldg schl house and out-houses be let to W E Snyder and A Payne for consid 150. Paint to be bought by bd and job to be let to Snyder and Payne at 2.50 per day. Hauling of lumber let to A F Bowden providing he haul same as cheap as steamer and when we want it. Accept B. B. I. Co's offer 180 for lumber. Miss Sanra Smith hired for term 3 mos bef 1st Aug 1892 40. mo. Moved and sec that bd make prop to patrons to vote on - That dist furnish books for all the scholars, Dist to own books and loan same to Scholars. Carried.","Snyder, W. E.; Payne, A.; Bowden, A. F. Smith, Sanra","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History Collection, 1579-1998",Image;StillImage,image/jpeg,eng,,
ais_bs_45,IMG_5690,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5690.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5690.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5690.jpeg,"1892-08-05, Meeting minutes about additional schoolhouses, cont.",1892-08-05,1890-1899,"Aug 5, 1892
Bd all present. W. Thompson be allowed to furn lumber for schl house at 217.00.
Mr. Arnott to make out bill for paint just as he sees fit. Is Bacus to deliver the lumber from mill to school house at 2.50 per thousand. ","Thompson, Wesley; Arnott, George; Bacus, Isaac","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History Collection, 1579-1998",Image;StillImage,image/jpeg,eng,,
ais_bs_46,IMG_5690,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5690.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5690.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5690.jpeg,"1892-08-30, Meeting minutes about additional schoolhouses, cont.",1892-08-30,1890-1899,"Aug 30, 1892
Bills allowed: H Bacus for clearing lot 170.00; I Bacus for hauling lumber 37.50; H Bacus 180 pt paymt of lumber; C Cissna for hardware 73.76.
Dec to furn schl house in full. 40 single seats, 2 recitation seats, 1 teachers desk, 1 complete chart, dictionary, doz erasers, 1 frame and blackboard enough to go on 3 sides, 1 good bell. ","Bacus, Harrison; Bacus, Isaac; Cissna, C.","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History Collection, 1579-1998",Image;StillImage,image/jpeg,eng,,
ais_bs_47,IMG_5690,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5690.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5690.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5690.jpeg,"1892-09-24, Meeting minutes about additional schoolhouses, cont.",1892-09-24,1890-1899,"Sept 24, 1892
Mbrs all present but H Nugent
H Nugent made chairman for yr. Bd accepted the school house. Accepted H Bacus bill of lumber but retain 7.00 until he settles with the carpenters. Allow extra chgs of carpenters for extr work done on schl house, 22.00. Bill of C Cissna for paint and extra be allowed 78.74 - .50 = 78.24
Wal Woodin allowed 25.42; A F Bowden for freightg 13.50; OVER","Nugent, Henry; Cissna, C.; Woodin, Wal; Bacus, Harrison","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History Collection, 1579-1998",Image;StillImage,image/jpeg,eng,,
ais_bs_48,IMG_5691,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5691.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5691.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5691.jpeg,"1892-10, Meeting minutes about additional schoolhouses, reverse.",1892-10,1890-1899,"D. McMurchy for plowing and harrowing cleaning schl grounds 10.50
4 mos school beg Oct 31, 1892. Utilize lumber in old school house for bldg walks at school house.
Oct 18, 1892
Bill of W E Snyder for seating school house allowed after ded 3.20 for lumber recd by him frm schl house, 200 ft at 116.00.; A W Payne 8 days work on schl ground at 2.50 = 20.00 - 1.50 for doors 18.50. Bill of C R Norman for work done on schl and money furn 21.15
Laura Smith - 3 mos at 40. (Lawrise) Given in minutes as Sanra","McMerchie, Donald; Snyder, W. E.; Payne, A. W.; Norman, Charles R.; Smith, Laura","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History Collection, 1579-1998",Image;StillImage,,,,
ais_bs_49,IMG_5691,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5691.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5691.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5691.jpeg,"1976-11-11, Melcher memory about schoolhouse",1892,1890-1899,"Tape 6A Maurine Melcher talking at Civic Cl Mtg 11/11/76
This... school house... had 2 rooms with entryway hall and cloakrooms off a front porch. Quite a large area surrounded it for a play field.","Melcher, Maurine","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History Collection, 1579-1998",Image;StillImage,,,,
ais_bs_50,IMG_5691,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5691.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5691.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5691.jpeg,"1892, Changes after WA enters Union ",1892,1890-1899,"(113) Pg 27
The entrance of the State of Wash into the Union brot chgs to the schl on LT. In 1892 a representative of the staff of the State Supt of Public Instr condemned the log schlhse so it was abandoned. The logs from this 1st schl bldg were used in the construction of Loganita Lodge... The site of the second schlhse was on the southern end of the island. (see other notes---same site as 1st)... This acre-tract was donated for a consid of 1.00 to Schl Dist No 32 by Theodore Peterson. The deed filed April 9, 1892 specified no restrictions. Here was erected a frame bldg made of machine-sawed boards. This second schlhse was also a one-room structure. To finance this new bldg the schl dist sold bonds amtg to $1000. on which rate of interest was 8%. Avg daily attendance for 1st year was 27 - 17 boys and 10 girls and total seatg capy of the schoolroom was 45. ","Peterson, Theodore","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History Collection, 1579-1998",Image;StillImage,,,,
ais_bs_51,IMG_5693,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5693.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5693.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5693.jpeg,"1892-06-01, School district records, names",1892-06-01,1890-1899,"Lummi Island, School District No. 32
June 1, 1892
F F Lane 6 (children) NW 1/4 Sec 4
Christian Tuttle 4 SE 1/4 Sec 5
Donald McMurchy 3 SW 1/4 Sec 11
J H Hattler 2 SW 1/4 Sec 5
Geo Arnott 2 NW 1/4 Sec 5
John Peters 1 (Ned Green age 10) NW 1/4 Sec 5
Melzar Granger NW 1/4 Sec 5
Isaac Bacus NW 1/4 Sec 11
C.R. Norman 1 SW 1/4 Sec 4
A R Payne 3 SW 1/4 Sec 9
Teacher: C. R. Norman
18 wks $50 Mo.
Log house $200 val. incl grounds
Bonds voted $1000 for new school house
Census M 20 F 10 30
Enr. M 19 F 8 27
C. R. Norman, Clerk
Report sworn to before George Arnott
(Bro. Norman, patron, teacher, clerk.)","Lane, Frederick F.; Tuttle, Christian; McMerchie, Donald; Hatler, J. H.; Arnott, George; Peterson, John; Granger, Melzar; Bacus, Isaac; Norman, Charles R.; Payne, A. R.","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History Collection, 1579-1998",Image;StillImage,,,,
ais_bs_52,IMG_5693,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5693.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5693.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5693.jpeg,"1893-06-01, School district records, names",1893-06-01,1890-1899,"June 1, 1893
C R Norman 2 Sec 4
Geo Arnott 2 Sec 6
C.Tuttle 5 Sec 8 (sic)
Melzar Granger 5
J. S. Chappell 4
Fred Lane 5
A R Payne 4
A F Payne 1
D McMurchy 3
Isaac Bacus 5
J.W. Tarte 2
J H Hatler 1 (David Franklin)
Teachers: Laura Smith 24 wks $40 Mo.
C. R. Norman 16 wks $45 mo.
1 Frame building val. $1200 incl. grounds
Census M28 F12 40
Enroll. M 23 F 19 33
C. R. Norman, Clerk
Sworn to before J. H. Hatler","Norman, C. R.; Arnott, George; Tuttle, Christian; Granger, Melzar; Chappell, John S.; Lane, Frederick F.; Payne, A. R.; Payne, A. F.; McMerchie, Donald; Bacus, Isaac; Tarte, James W.; Hatler, J. H.; Smith, Laura","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History Collection, 1579-1998",Image;StillImage,,,,
ais_bs_53,IMG_5694,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5694.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5694.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5694.jpeg,"1893-03-22, Letter to Reveille editor",1893-03-22,1890-1899,"Wed March 22, 1893
Editor Reveille:
Have noticed in your paper several places bidding for the normal school and not wishing to be out done in that line I desire to give notice through the Reveille that I have a good site for an institution of that kind. It is elevated, well drained, healthy and good views in all directions. I will give this site including 20 acres of land if those who have the authority will locate the normal on htis site. 
Christian Tuttle","Tuttle, Christian","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History Collection, 1579-1998",Image;StillImage,,,,
ais_bs_54,IMG_5694,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5694.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5694.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5694.jpeg,"1893-02-18, Minutes regarding school year",1893-02-18,1890-1899,"M-37
Minutes Feb 18, 1893
4 mos schl commenc 6th day March 1893. Advertise for cutting and haulg ten ricks wood. voted we give 45. mo and C R Norman empl as teacher. (A Payne had sugg 50. and H Nugent 40. - both defeated)","Norman, Charles R.; Payne, A. ?; Nugent, Henry","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History Collection, 1579-1998",Image;StillImage,,,,
ais_bs_55,IMG_5694,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5694.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5694.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5694.jpeg,"1893-06-1893-09, Minutes from special meetings",1893-06-28,1890-1899,"June 28, 1893
Spec mtg - all present
Fall schl comm Sept 18, 1893 for 3 mos
To pay teacher 45. mo
Schl be let to Miss T P Carpenter for term 3 mos. 
July 25, 1893
Spec mtg. J H Hatler to act as chairman for new board., Clerk to corresp with County Supt in re teacher and go acc his instrs. Dec 13, 1893
Spec mtg - 3 mos term comm Dec 18 and Miss Josie Gawley as teacher at 45 per month.","Carpenter, T. P.; Hatler, J. H.; Gawley, Josie E.","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History Collection, 1579-1998",Image;StillImage,,,,
ais_bs_56,IMG_5695,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5695.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5695.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5695.jpeg,"1893-08, Co. superintendents annual report",1893-08,1890-1899,"Co. Supts. Annual Report 1893 - August
Census 6/1/93 - 28 M 12 F
In school 23 M 10 F
1M (45.00) + 1F (40.00) teacher employed
School taught 10 mos, 198 days
1 dept (room)
Value school 1200.
furn 400.
apparatus 75.
1675.
1 Frame building
Reciepts 1890.11
(Incl 1015 bonds)
Pd teachers 470.00
Rent-fuel, etc. 202.20
Schoolhouse-site-bldg-furn 843.92",,"Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History Collection, 1579-1998",Image;StillImage,,,,
ais_bs_57,IMG_5696,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5696.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5696.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5696.jpeg,"1893-08, Co. superintendents annual report, cont.",1893-08,1890-1899,"Int on bonds 70.00
Total pd 1586.12
Bonds outstanding 1000.00",,"Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History Collection, 1579-1998",Image;StillImage,,,,
ais_bs_58,IMG_5696,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5697.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5697.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5697.jpeg,"1893, School funding and bills",1893,1890-1899,"1893 WWU Archives
Notice of Annual School Election to be [unknown] at schoolhouse 6/12/93 signed by Charles R. Norman, Clerk 6/7/93
Notice of school aport, 7/20/93, 12.46
J. M. Hitt, Supt
School apport 4/20/93, 164.39
3/22/1893 
35.00 from County Tress (special fund) Dist 32 for interest on bonds
4/1/93
Bill to C. R. Norman clerk #32
4 2nd Readers 1.40
4 bxs chalk 1.00
1 Qt Sanfords Ink .85
3.25
Moore + Moore
Nato saying 6 Hydes Lang Lessons cannot be found in town - will order from publisher","Norman, Charles R.; Hitt, J. M.","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History Collection, 1579-1998",Image;StillImage,,,,
ais_bs_59,IMG_5698,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5698.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5698.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5698.jpeg,"1893, School funding and bills, cont.",1893,1890-1899,"4/4/93
Bill from Moore + Moore
1/2 dz Walsh 1 st Lesson
Eng 3.00
5/18/93 - Notice from Co. Supt Hitt that all reports have been made
6/17/93
[unknown] bill for 24.00
6/5/93
Letter from Freygang + Alexander end policy - school house 500. -- contents 300. for 3 years
7/31/93 lts
To C. R. Norman
We have your favor end warrant #50 on the special fund -- which when cashed will be credited on your note for 417.25 
Wash School Furn Co., Seattle
","Hitt, J. M.; Norman, Charles R.","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History Collection, 1579-1998",Image;StillImage,,,,
ais_bs_60,IMG_5699,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5699.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5699.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5699.jpeg,"1893-05-07, Daily Reveille article on closures",1893-05-07,1890-1899,"DR Sun, May 7, 1893
The high school will be at once discontinued and the schools will be organized into primary, intermediate and grammar schools in accordance with law. Salaries will undoubtedly be cut down at the earliest moment practicable. 
[in pencil] LI too?",,"Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History Collection, 1579-1998",Image;StillImage,,,,
ais_bs_61,IMG_5699,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5699.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5699.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5699.jpeg,"1893, Leadership and staff transitions",1893,1890-1899,"M-17
Pg 77
June 24, 1893
Henry Nugent appointed School Clerk, Chris Tuttle and A. R. Payne Directors #32 to take effect July 1
J. M. Hitt, Supt
M-17 Pg 88 Dec 16, 1893
Appt Melzar Granger director #32 as Wm Hatter (Hatler?) resigned
M-17 Pg 90 Dec 30, 1893
Visitation by J. M. Hitt
#32 Beach Teacher Josie E. Gawley Dec 27, 1893
M-21 Pg 16
Rose Luella Rogers - New Whatcom - Oregon - 15 years - took teach. exam May, 1893 but cert not granted as not of age- 
Experience - None, Dist 32 shown on history
Pg 22 (see over)
C. A. Paaria - New Whatcom - Wisc - 27 yrs - tookd teach. exam Nov 1893 and recd second grade cert - Experience 77 Mos. 
OVER","Nugent, Henry; Tuttle, Christopher; Payne, A. R.; Hitt, J. M.; Granger, Melzar; Hatter, William; Gawley, Josie E.; Rogers, Rose Luella; Paaria, C. A.;","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History Collection, 1579-1998",Image;StillImage,,,,
ais_bs_62,IMG_5700,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5700.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5700.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5700.jpeg,"1893, Leadership and staff transitions, cont.",1893,1890-1899,"M-21
Pg 14
Dist 32 - Chas R. Norman - Beach - born Ohio - age 36 - took teach. exam Feb 1893 - recd Third Grade Cert - Exper. 75 months. 
M-22
Pg 11
October, 1893 - 40 pupils","Norman, Charles R.","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History Collection, 1579-1998",Image;StillImage,,,,
ais_bs_63,IMG_5701,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5701.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5701.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5701.jpeg,"1893-1894, Quarterly school apportionment notes",1893-1894,1890-1899,"[Struckthrough text]
(N-3) Daily Reveille Fri Apr 28, 1893
School apportionment - quarterly Dist 32 - - 164.39",,"Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_64,IMG_5701,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5701.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5701.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5701.jpeg,"1893-12-29, Superintendent Hitt returns",1893-12-29,1890-1899,"DR Fri Dec 29, 1893
Co. Supt J. M. Hitt has returned from L. I. where he has been visiting schools. ","Hitt, J. M.","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_65,IMG_5701,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5701.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5701.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5701.jpeg,"1894-01-10, Quarterly school apportionment notes",1894-01-10,1890-1899,"DR Wed January 10, 1894
Quarterly apportionment school money: 1.407 for each teacher and .0903 for each pupil  Dist #32 - $5.00",,"Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_66,IMG_5702,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5702.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5702.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5702.jpeg,"1894-07-20, Quarterly school apportionment notes",1894-07-20,1890-1899,"N-3
DR Fri July 20, 1894
Quarterly apportionment of county money to school dist.........#32 $23.93",,"Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_67,IMG_5702,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5702.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5702.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5702.jpeg,"1894-08-03, Average salary for year",1894-08-03,1890-1899,"N-3
DR Fri Aug 3, 1894
The avg monthly salary paid to male teachers in the county for the past year is 63.31 and to females 53.68, a decrease from those paid during the year ending June, 1893 which were 66.40 to the males and 58.91 to the females",,"Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_68,IMG_5703,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5703.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5703.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5703.jpeg,"1894, Hiram Tuttle school experiences",1894,1890-1899,"PI-1, About 1894
Hiram Tuttle went to school where fire station is now. (He was born 1888 so this would be about from 1894). Teacher Rose Rogers (came in 1895). Were as many as 60 children in one room.
School went to 8th grade when Hi Tuttle attended. 
Miss Rogers the teacher boarded at Capt Tarte's. He lived in what was the cook house for the cannery. May still be standing. To the right as you go to Gerritz place.","Tuttle, Hiram; Rogers, Rose; Tarte, James W. ","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_69,IMG_5704,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5704.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5704.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5704.jpeg,"1894-08, Co. superintendent annual report",1894-08,1890-1899,"Co. Supt Annual Report
Aug 1894
Census 33M 12F
Enrolled 27[M] 9[F]
1 Fem. teacher
1 dept
1 frame schoolhouse",,"Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_70,IMG_5705,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5705.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5705.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5705.jpeg,"1894-03-30, Article on school costs",1894-03-30,1890-1899,"N-11 BBE Fri March 30, 1894
Costs of county schools for Feb 1894... Dist #32 Josie Gawley... 45.00 Rent-fuel-repairs, etc in totals of all schools only so apparently above only salary","Gawley, Josie E.","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_71,IMG_5705,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5705.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5705.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5705.jpeg,"1894-05-14, Average salaries",1894-05-14,1890-1899,"N-11 BBE Mon May 14, 1894
Avg sal pd male teachers 52.27... female 45.49",,"Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_72,IMG_5705,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5705.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5705.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5705.jpeg,"1894-01-10, School apportionment",1894-01-10,1890-1899,"N-11 BBE Wed Jan 10, 1894
School apport #32 - $5.00",,"Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_73,IMG_5705,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5705.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5705.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5705.jpeg,"1894-10, Attendance",1894-10-1895-10,1890-1899,"M-22 Pg 11
October 1894-1895 - 45 pupils",,"Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
